チーム,選手名
中日,森野将彦
中日,大島洋平
中日,石川駿
中日,小笠原慎之介
中日,田島慎二
中日,岩瀬仁紀
中日,佐藤優
中日,又吉克樹
中日,雄太
中日,鈴木翔太
中日,吉見一起
中日,野村亮介
中日,岡田俊哉
中日,大野雄大
中日,遠藤一星
中日,福谷浩司
中日,武藤祐太
中日,井領雅貴
中日,岩田慎司
中日,山井大介
中日,阿知羅拓馬
中日,野本圭
中日,西川健太郎
中日,祖父江大輔
中日,福敬登
中日,木下拓哉
中日,石岡諒太
中日,三ツ俣大樹
中日,松井雅人
中日,加藤匠馬
中日,桂依央利
中日,浅尾拓也
中日,ハイメ
中日,濱田達郎
中日,バルデス
中日,杉山翔大
中日,古本武尊
中日,浜田智博
中日,溝脇隼人
中日,金子丈
中日,山本雅士
中日,武山真吾
中日,亀澤恭平
中日,ネイラー
中日,福田永将
中日,松井佑介
中日,小川龍也
中日,八木智哉
中日,大場翔太
中日,ナニータ
中日,若松駿太
中日,工藤隆人
中日,堂上直倫
中日,小熊凌祐
中日,伊藤準規
中日,ビシエド
中日,赤田龍一郎
中日,赤坂和幸
中日,谷哲也
中日,セプティモ
中日,ジョーダン
中日,川崎貴弘
中日,岸本淳希
中日,中川誠也
中日,吉田嵩
中日,三ツ間卓也
中日,藤吉優
中日,西濵幹紘
中日,呉屋開斗
中日,石垣幸大
中日,渡辺勝
中日,近藤弘基
中日,多村仁志
DeNA,久保裕也
DeNA,山崎憲晴
DeNA,熊原健人
DeNA,ロペス
DeNA,梶谷隆幸
DeNA,荒波翔
DeNA,倉本寿彦
DeNA,白崎浩之
DeNA,石川雄洋
DeNA,黒羽根利規
DeNA,戸柱恭孝
DeNA,山口俊
DeNA,小林寛
DeNA,柿田裕太
DeNA,石田健大
DeNA,井納翔一
DeNA,加賀繁
DeNA,三嶋一輝
DeNA,三浦大輔
DeNA,山﨑康晃
DeNA,須田幸太
DeNA,今永昇太
DeNA,高崎健太郎
DeNA,内村賢介
DeNA,林昌範
DeNA,筒香嘉智
DeNA,井手正太郎
DeNA,久保康友
DeNA,福地元春
DeNA,飯塚悟史
DeNA,柴田竜拓
DeNA,髙城俊人
DeNA,乙坂智
DeNA,平田真吾
DeNA,三上朋也
DeNA,柳田殖生
DeNA,桑原将志
DeNA,山下幸輝
DeNA,嶺井博希
DeNA,飛雄馬
DeNA,大原慎司
DeNA,エリアン
DeNA,安部建輝
DeNA,渡邊雄貴
DeNA,綾部翔
DeNA,田中健二朗
DeNA,砂田毅樹
DeNA,山下峻
DeNA,モスコーソ
DeNA,下園辰哉
DeNA,宮﨑敏郎
DeNA,ロマック
DeNA,エレラ
DeNA,小杉陽太
DeNA,後藤Ｇ武敏
DeNA,長田秀一郎
DeNA,青柳昴樹
DeNA,野川拓斗
DeNA,白根尚貴
DeNA,松本啓二朗
DeNA,萬谷康平
DeNA,関根大気
DeNA,百瀬大騎
DeNA,国吉佑樹
DeNA,西森将司
DeNA,ペトリック
DeNA,藤岡好明
DeNA,ザガースキー
DeNA,ブロードウェイ
DeNA,網谷圭将
DeNA,山本武白志
DeNA,亀井塔生
DeNA,田村丈
広島,中東直己
広島,上本崇司
広島,田中広輔
広島,小窪哲也
広島,ルナ
広島,梵英心
広島,堂林翔太
広島,丸佳浩
広島,岩本貴裕
広島,福井優也
広島,九里亜蓮
広島,プライディ
広島,大瀬良大地
広島,黒田博樹
広島,今村猛
広島,岡田明丈
広島,野村祐輔
広島,永川勝浩
広島,中﨑翔太
広島,中村恭平
広島,薮田和樹
広島,横山弘樹
広島,新井貴浩
広島,廣瀬純
広島,會澤翼
広島,江草仁貴
広島,一岡竜司
広島,石原慶幸
広島,白濱裕太
広島,菊池涼介
広島,中田廉
広島,下水流昂
広島,塹江敦哉
広島,野間峻祥
広島,赤松真人
広島,飯田哲矢
広島,倉義和
広島,藤井皓哉
広島,ジョンソン
広島,土生翔平
広島,松山竜平
広島,桒原樹
広島,高橋樹也
広島,小野淳平
広島,西原圭大
広島,天谷宗一郎
広島,髙橋大樹
広島,鈴木誠也
広島,庄司隼人
広島,戸田隆矢
広島,船越涼太
広島,エルドレッド
広島,辻空
広島,オスカル
広島,ジャクソン
広島,美間優槻
広島,安部友裕
広島,磯村嘉孝
広島,今井啓介
広島,西川龍馬
広島,多田大輔
広島,久本祐一
広島,ヘーゲンズ
広島,中村祐太
広島,中村亘佑
広島,青木陸
広島,デラバー
広島,佐藤祥万
広島,松浦耕大
広島,木村聡司
広島,バティスタ
広島,メヒア
ヤクルト,ジェフン
ヤクルト,比屋根渉
ヤクルト,山田哲人
ヤクルト,大引啓次
ヤクルト,西浦直亨
ヤクルト,バレンティン
ヤクルト,川端慎吾
ヤクルト,田中浩康
ヤクルト,武内晋一
ヤクルト,飯原誉士
ヤクルト,森岡良介
ヤクルト,由規
ヤクルト,石山泰稚
ヤクルト,ペレス
ヤクルト,秋吉亮
ヤクルト,原樹理
ヤクルト,成瀬善久
ヤクルト,杉浦稔大
ヤクルト,石川雅規
ヤクルト,山本哲哉
ヤクルト,松岡健一
ヤクルト,竹下真吾
ヤクルト,荒木貴裕
ヤクルト,館山昌平
ヤクルト,久古健太郎
ヤクルト,田中雅彦
ヤクルト,小川泰弘
ヤクルト,西田明央
ヤクルト,山崎晃大朗
ヤクルト,風張蓮
ヤクルト,畠山和洋
ヤクルト,デイビーズ
ヤクルト,田川賢吾
ヤクルト,廣岡大志
ヤクルト,星野雄大
ヤクルト,寺田哲也
ヤクルト,中元勇作
ヤクルト,古野正人
ヤクルト,雄平
ヤクルト,坂口智隆
ヤクルト,村中恭兵
ヤクルト,岩橋慶侍
ヤクルト,土肥寛昌
ヤクルト,谷内亮太
ヤクルト,高橋奎二
ヤクルト,ジュリアス
ヤクルト,渡邉大樹
ヤクルト,上田剛史
ヤクルト,藤井亮太
ヤクルト,中村悠平
ヤクルト,ルーキ
ヤクルト,中澤雅人
ヤクルト,山川晃司
ヤクルト,奥村展征
ヤクルト,松井淳
ヤクルト,オンドルセク
ヤクルト,今浪隆博
ヤクルト,三輪正義
ヤクルト,児山祐斗
ヤクルト,徳山武陽
ヤクルト,井野卓
ヤクルト,木谷良平
ヤクルト,原泉
ヤクルト,新垣渚
ヤクルト,平井諒
ヤクルト,山中浩史
ヤクルト,川上竜平
ヤクルト,近藤一樹
ヤクルト,鵜久森淳志
ヤクルト,中島彰吾
オリックス,園部聡
オリックス,中島宏之
オリックス,原拓也
オリックス,安達了一
オリックス,モレル
オリックス,宗佑磨
オリックス,糸井嘉男
オリックス,駿太
オリックス,大城滉二
オリックス,松葉貴大
オリックス,佐野皓大
オリックス,佐藤峻一
オリックス,吉田一将
オリックス,佐藤達也
オリックス,平野佳寿
オリックス,山﨑福也
オリックス,岸田護
オリックス,金子千尋
オリックス,近藤大亮
オリックス,西勇輝
オリックス,伊藤光
オリックス,伏見寅威
オリックス,宮﨑祐樹
オリックス,ミッシュ
オリックス,東明大貴
オリックス,青山大紀
オリックス,小松聖
オリックス,ボグセビック
オリックス,岩﨑恭平
オリックス,小谷野栄一
オリックス,ディクソン
オリックス,縞田拓弥
オリックス,吉田正尚
オリックス,比嘉幹貴
オリックス,髙木伴
オリックス,若月健矢
オリックス,小島脩平
オリックス,西野真弘
オリックス,鈴木昂平
オリックス,ブランコ
オリックス,坂寄晴一
オリックス,クラーク
オリックス,齋藤俊雄
オリックス,川端崇義
オリックス,海田智行
オリックス,齋藤綱記
オリックス,白仁田寛和
オリックス,小田裕也
オリックス,コーディエ
オリックス,吉田雄人
オリックス,堤裕貴
オリックス,Ｔ－岡田
オリックス,武田健吾
オリックス,山田修義
オリックス,角屋龍太
オリックス,塚原頌平
オリックス,赤間謙
オリックス,奥浪鏡
オリックス,山崎勝己
オリックス,中村一生
オリックス,森本将太
オリックス,八木亮祐
オリックス,吉田凌
オリックス,佐藤世那
オリックス,鈴木優
オリックス,大山暁史
オリックス,田中大輔
オリックス,大田阿斗里
オリックス,杉本裕太郎
オリックス,塚田貴之
オリックス,赤松幸輔
オリックス,戸田亮
ロッテ,髙濱卓也
ロッテ,清田育宏
ロッテ,根元俊一
ロッテ,サブロー
ロッテ,荻野貴司
ロッテ,伊志嶺翔大
ロッテ,井口資仁
ロッテ,鈴木大地
ロッテ,福浦和也
ロッテ,大松尚逸
ロッテ,大嶺祐太
ロッテ,石川歩
ロッテ,平沢大河
ロッテ,大谷智久
ロッテ,関谷亮太
ロッテ,涌井秀章
ロッテ,ナバーロ
ロッテ,藤岡貴裕
ロッテ,唐川侑己
ロッテ,東條大樹
ロッテ,内竜也
ロッテ,中村奨吾
ロッテ,吉田裕太
ロッテ,金澤岳
ロッテ,古谷拓哉
ロッテ,松永昂大
ロッテ,西野勇士
ロッテ,伊藤義弘
ロッテ,田中英祐
ロッテ,南昌輝
ロッテ,木村優太
ロッテ,寺嶋寛大
ロッテ,川満寛弥
ロッテ,三木亮
ロッテ,イ・デウン
ロッテ,吉原正平
ロッテ,成田翔
ロッテ,香月良仁
ロッテ,黒沢翔太
ロッテ,井上晴哉
ロッテ,田村龍弘
ロッテ,岩下大輝
ロッテ,田中靖洋
ロッテ,宮﨑敦次
ロッテ,チェン・グァンユウ
ロッテ,大嶺翔太
ロッテ,信樂晃史
ロッテ,益田直也
ロッテ,江村直也
ロッテ,デスパイネ
ロッテ,スタンリッジ
ロッテ,原嵩
ロッテ,香月一也
ロッテ,高野圭佑
ロッテ,細谷圭
ロッテ,阿部和成
ロッテ,角中勝也
ロッテ,脇本直人
ロッテ,青松慶侑
ロッテ,二木康太
ロッテ,加藤翔平
ロッテ,岡田幸文
ロッテ,金森敬之
ロッテ,大木貴将
ロッテ,肘井竜蔵
ロッテ,柿沼友哉
ソフトバンク,髙田知季
ソフトバンク,川瀬晃
ソフトバンク,内川聖一
ソフトバンク,今宮健太
ソフトバンク,金子圭輔
ソフトバンク,松田宣浩
ソフトバンク,吉村裕基
ソフトバンク,中村晃
ソフトバンク,柳田悠岐
ソフトバンク,中田賢一
ソフトバンク,髙谷裕亮
ソフトバンク,二保旭
ソフトバンク,加治屋蓮
ソフトバンク,東浜巨
ソフトバンク,岩嵜翔
ソフトバンク,松坂大輔
ソフトバンク,森福允彦
ソフトバンク,寺原隼人
ソフトバンク,和田毅
ソフトバンク,斐紹
ソフトバンク,城所龍磨
ソフトバンク,長谷川勇也
ソフトバンク,巽真悟
ソフトバンク,細川亨
ソフトバンク,大隣憲司
ソフトバンク,石川柊太
ソフトバンク,武田翔太
ソフトバンク,栗原陵矢
ソフトバンク,塚田正義
ソフトバンク,鶴岡慎也
ソフトバンク,山田大樹
ソフトバンク,川島慶三
ソフトバンク,明石健志
ソフトバンク,福田秀平
ソフトバンク,森唯斗
ソフトバンク,島袋洋奨
ソフトバンク,小澤怜史
ソフトバンク,千賀滉大
ソフトバンク,飯田優也
ソフトバンク,江川智晃
ソフトバンク,バンデンハーク
ソフトバンク,谷川原健太
ソフトバンク,本多雄一
ソフトバンク,髙橋純平
ソフトバンク,岡本健
ソフトバンク,坂田将人
ソフトバンク,攝津正
ソフトバンク,上林誠知
ソフトバンク,五十嵐亮太
ソフトバンク,柳瀬明宏
ソフトバンク,茶谷健太
ソフトバンク,星野大地
ソフトバンク,嘉弥真新也
ソフトバンク,サファテ
ソフトバンク,古澤勝吾
ソフトバンク,釜元豪
ソフトバンク,黒瀬健太
ソフトバンク,拓也
ソフトバンク,笠原大芽
ソフトバンク,真砂勇介
ソフトバンク,バリオス
ソフトバンク,松本裕樹
ソフトバンク,笠谷俊介
ソフトバンク,猪本健太郎
ソフトバンク,牧原大成
ソフトバンク,スアレス
ソフトバンク,カニザレス
ソフトバンク,吉本祥二
ソフトバンク,川原弘之
ソフトバンク,伊藤祐介
ソフトバンク,幸山一大
ソフトバンク,李杜軒
ソフトバンク,齋藤誠哉
ソフトバンク,伊藤大智郎
ソフトバンク,山下亜文
ソフトバンク,野澤佑斗
ソフトバンク,児玉龍也
ソフトバンク,堀内汰門
ソフトバンク,樋越優一
ソフトバンク,柿木映二
ソフトバンク,金子将太
ソフトバンク,河野大樹
ソフトバンク,中村晨
ソフトバンク,渡辺健史
ソフトバンク,東方伸友
ソフトバンク,曽根海成
ソフトバンク,張本優大
楽天,阿部俊人
楽天,栗原健太
楽天,片山博視
楽天,松井裕樹
楽天,吉持亮汰
楽天,ゴームズ
楽天,後藤光尊
楽天,茂木栄五郎
楽天,島井寛仁
楽天,藤田一也
楽天,松井稼頭央
楽天,今江敏晃
楽天,オコエ瑠偉
楽天,塩見貴洋
楽天,レイ
楽天,濱矢廣大
楽天,則本昂大
楽天,小野郁
楽天,森雄大
楽天,ブリガム
楽天,安樂智大
楽天,釜田佳直
楽天,戸村健次
楽天,聖澤諒
楽天,福田将儀
楽天,高堀和也
楽天,牧田明久
楽天,金刃憲人
楽天,岡島豪郎
楽天,石橋良太
楽天,小関翔太
楽天,長谷部康平
楽天,美馬学
楽天,枡田慎太郎
楽天,銀次
楽天,武藤好貴
楽天,島内宏明
楽天,榎本葵
楽天,内田靖人
楽天,嶋基宏
楽天,西宮悠介
楽天,下妻貴寛
楽天,ウィーラー
楽天,青山浩二
楽天,アマダー
楽天,ミコライオ
楽天,足立祐一
楽天,川井貴志
楽天,伊東亮大
楽天,大塚尚仁
楽天,伊志嶺忠
楽天,リズ
楽天,入野貴大
楽天,柿澤貴裕
楽天,フェルナンド
楽天,加藤正志
楽天,相原和友
楽天,横山貴明
楽天,哲朗
楽天,中川大志
楽天,三好匠
楽天,辛島航
楽天,菊池保則
楽天,古川侑利
楽天,金無英
楽天,相沢晋
楽天,北川倫太郎
楽天,福山博之
楽天,堀内謙伍
楽天,村林一輝
楽天,岩﨑達郎
楽天,川本良平
楽天,山内壮馬
楽天,ペゲーロ
楽天,今野龍太
楽天,ペレス
楽天,宮川将
楽天,八百板卓丸
楽天,大坂谷啓生
楽天,出口匠
楽天,山田大樹
楽天,ソン・チャーホウ
西武,木村昇吾
西武,水口大地
西武,栗山巧
西武,金子侑司
西武,ポーリーノ
西武,鬼﨑裕司
西武,竹原直隆
西武,渡辺直人
西武,大﨑雄太朗
西武,森友哉
西武,岸孝之
西武,郭俊麟
西武,増田達至
西武,大石達也
西武,菊池雄星
西武,髙橋光成
西武,多和田真三郎
西武,豊田拓矢
西武,野上亮磨
西武,十亀剣
西武,岡本篤志
西武,野田昇吾
西武,星孝典
西武,川越誠司
西武,炭谷銀仁朗
西武,藤原良平
西武,小石博孝
西武,岡本洋介
西武,岩尾利弘
西武,浅村栄斗
西武,山川穂高
西武,佐野泰雄
西武,牧田和久
西武,南川忠亮
西武,岡田雅利
西武,玉村祐典
西武,呉念庭
西武,山口嵩之
西武,バスケス
西武,髙橋朋己
西武,外崎修汰
西武,本田圭佑
西武,中﨑雄太
西武,バンヘッケン
西武,武隈祥太
西武,上本達之
西武,福倉健太郎
西武,木村文紀
西武,山田遥楓
西武,愛斗
西武,Ｃ．Ｃ．リー
西武,秋山翔吾
西武,金子一輝
西武,國場翼
西武,熊代聖人
西武,永江恭平
西武,中村剛也
西武,田代将太郎
西武,駒月仁人
西武,佐藤勇
西武,中田祥多
西武,斉藤彰吾
西武,松本直晃
西武,藤田航生
西武,宮田和希
西武,ウルフ
西武,戸川大輔
西武,藤澤亨明
西武,坂田遼
西武,メヒア
日本ハム,陽岱鋼
日本ハム,杉谷拳士
日本ハム,田中賢介
日本ハム,飯山裕志
日本ハム,レアード
日本ハム,中田翔
日本ハム,西川遥輝
日本ハム,近藤健介
日本ハム,中島卓也
日本ハム,清水優心
日本ハム,大谷翔平
日本ハム,松本剛
日本ハム,石井裕也
日本ハム,加藤貴之
日本ハム,メンドーサ
日本ハム,有原航平
日本ハム,浦野博司
日本ハム,斎藤佑樹
日本ハム,増井浩俊
日本ハム,上原健太
日本ハム,武田久
日本ハム,渡邉諒
日本ハム,森本龍弥
日本ハム,宮西尚生
日本ハム,淺間大基
日本ハム,大野奨太
日本ハム,新垣勇人
日本ハム,井口和朋
日本ハム,鍵谷陽平
日本ハム,岡大海
日本ハム,大累進
日本ハム,須永英輝
日本ハム,吉川光夫
日本ハム,榎下陽大
日本ハム,中村勝
日本ハム,矢野謙次
日本ハム,武田勝
日本ハム,高梨裕稔
日本ハム,金平将至
日本ハム,白村明弘
日本ハム,平沼翔太
日本ハム,瀬川隼郎
日本ハム,田中豊樹
日本ハム,谷元圭介
日本ハム,石川慎吾
日本ハム,宇佐美塁大
日本ハム,石川直也
日本ハム,バース
日本ハム,立田将太
日本ハム,大塚豊
日本ハム,マーティン
日本ハム,市川友也
日本ハム,屋宜照悟
日本ハム,横尾俊建
日本ハム,吉田侑樹
日本ハム,荒張裕司
日本ハム,姫野優也
日本ハム,髙濱祐仁
日本ハム,上沢直之
日本ハム,谷口雄也
日本ハム,太田賢吾
日本ハム,大嶋匠
日本ハム,岸里亮佑
日本ハム,石川亮
日本ハム,米野智人
